OptimizedParams_1,OptimizedParams_2,OptimizedParams_3,OptimizedParams_4,OptimizedParams_5,OptimizedParams_6,OptimizedParams_7,OptimizedParams_8,OptimizedParams_9,OptimizedParams_10,OptimizedParams_11,OptimizedParams_12,OptimizedParams_13,OptimizedParams_14,OptimizedParams_15,OptimizedParams_16,FinalErrors,GaInfo
455.734259576934,100.0009765625,613.586029173523,0.22692838093551,0.000652567713923872,0.00126776278244707,3.0029296875,0.00894772238753238,0.1,0.01,0.111608291215856,5.88971721004036,2032.14283467171,0.00486984326408835,0.118743181514476,0.0009765626,23.8078938010176,
827.367650182008,100.0625,641.962082943141,0.496219975216686,0.000381101497315262,0.00157411235366306,3,0.00904958147137295,0.0105246278083603,0.000988530696670424,0.00563948548129001,8635.64548644545,0.0625999999999998,0.120213761968837,0.1251,9.17182845956478e-06,5.3480778941683,
0.470850818549356,383.76916823048,136.875723883749,0.0287768714991494,0.000178492659667997,0.000660924516080219,20.8161426411435,0.00608614254647109,0.0263044953075969,0.00733092799600035,0.99038324900029,9845.6199266234,7777.94220222368,9482.1105276866,6323.91112936858,1.69800007043104e-05,668.59327641734,
56.504715293689,618.168226929613,0.1,0.434757316671803,0.000599703595851382,0.00944322079322215,11.0847700365867,0.00810298333264764,0.00607351885385005,5.27138019072238e-05,0.980417676850677,5366.07828984795,3244.67752045439,3113.51701456921,1237.80623019835,0.000490858589037131,1416.862339919,
1.1,585.36520180067,717.470479894916,1.79180682394559,0.001,0.01,1,0.00935344904970251,0.0462016031536016,0.01,1,3678.54585427301,3287.33961857203,1.75187083444967,0.000100014901161194,0.000915542344911194,286.67898621578,
911.168913593795,318.590852024331,0.19375,0.977357571813889,0.001,0.00845858201529051,2.046875,0.0070355491394905,0.00625000000000001,0.01,0.145010404410445,0.0860375,0.83994375,0.387707440944104,0.00763103957213024,0.000687840757255526,7.07544904237316,
0.886058203742379,464.322826462436,1.34718123818414,0.251,0.000846059848184027,0.0070808475193332,6.38094595916498,0.00390725,0.00685450538944677,0.01,0.605581366259983,0.215096069230324,0.3751,0.00178146157986059,4452.4395783471,0.00052979548120668,8.16299025854223,
588.670844275561,622.316586629762,1.6,0.251,0.000118168481371888,0.01,3535.95594516207,0.00129799737489223,0.0966366213582709,3.03347869189171e-05,0.641957065884466,3401.81983958889,0.460219538519104,0.482271385319126,0.154574843471747,0.001,52.6589839338072,
0.1,433.995894334424,778.293260479252,0.001,0.00089445601100426,0.00221323698230197,80.9111834698575,0.00759974209163213,0.0890556909024257,0.00829646962113622,0.160550554340256,1027.30125604513,2607.56774136911,9718.84363232901,3033.47929112874,0.000897220847451854,1023.56247454556,
635.124619588945,425.339593092098,101.662286298662,0.189626245719437,0.000556168793815381,0.00270762463580934,3.11568898012373,9.44925743763327e-05,0.00585637809469642,0.00946422134179935,0.11609829257591,7985.61900146399,7440.51311447401,2953.89658577631,6264.00700272403,0.000242948119818794,10.6606355423032,
3.59194827757021,110,1.6,1.69182721379225,0.000794720479145886,0.00863991650351398,4.04345703125,0.0009775625,0.0859475,1e-06,0.628490487613764,6699.88931682898,4867.42911905098,0.106572123255632,0.0488178015591103,0.000213380723574789,7.30406975703852,
258.480146264318,685.601494606752,882.915692373945,0.133406862353201,0.000744150054234245,0.00133521929442765,15.2175998141488,0.00899706274827052,0.092819356826139,0.00985426643019819,0.880728057640602,3597.54196350528,9685.02797207847,1800.55763141404,8668.07045214545,0.000508757174237378,101.980764550685,
442.594301107789,100,506.94718994427,1.03819898654771,0.000883175468781931,0.00920710624645343,2.515625,0.0057576218199211,0.0118849633975797,0.00991668551947478,0.380297937637786,0.31699453125,1.30475717119388,0.0244142112680534,0.0129374140279434,0.000318934430533615,7.87567067521263,
0.547099835252089,425.881545046308,196.376343252633,0.0177598814122035,0.000754435015632613,0.01,22.4320988388302,0.00758288829199893,0.0951639137632219,0.00406736856358595,0.978617206450323,7004.6432430163,4809.52463962615,1132.93972274038,2390.51932223183,0.000361180738147358,774.141702911782,
2.26824827885133,403.33882318209,932.367533467057,0.251,0.000857450718839852,0.00562503087351302,4,0.0009775625,0.015635,0.01,0.706777216629036,1.59385,0.0626,1473.15594864526,0.2501,0.000788898213160875,20.6900474619941,
929.170517084396,100.007873535156,0.106103515625,1.0519525614553,0.00093896484375,0.01,2.15538024902344,0.00307271117016204,0.0048928125,0.01,0.330193438672403,0.938164575195312,0.714791162109375,0.299982784958941,0.0001,0.001,3.86538733035835,
883.930335119182,115.568834363521,429.861496544975,9.99639289032277,0.000774432521444811,0.0081135840823681,3.30391433798589,0.0099696059679033,0.0830755414515479,1e-06,0.291969148593812,8340.71029903794,990.907132130532,0.0001,0.0626,0.000796825472645319,4.34649521043505,
688.165324683902,519.976371949196,59.5995862573783,0.0122435218831275,0.000713751181731917,0.00738905945168998,19.9699239560815,0.00485380387268952,0.0890165423215095,0.00164390806402333,0.999877132108404,892.918935716578,4290.23556186031,1020.4180524419,8949.4659898202,0.000100900051301143,839.679917139432,
541.818309840119,197.093035801263,0.115869140625,0.300709873006586,0.000435098159839767,0.0048838125,3,0.00558759119918083,0.000327039720839942,0.01,0.3577795324211,1.08994375,3.390725,0.391000175592191,0.00739778123503898,1e-10,6.88966011105179,
313.037525337779,101.1875,2.22870692703098,0.751826458225916,0.001,0.00216788798984299,2.76260831302847,0.00951171875,2.52587890625e-05,0.00774435092975747,0,4645.543059656,0.0001,0.00124597249488123,0.00149305064504104,0.000244140725,5.27051749373065,
607.271743207496,642.73233633379,0.250942023394325,0.358769177918078,0.000997003571279487,0.0064015253659189,122.798230312266,0.00833380227096789,0.00143122196613361,0.00802985019426641,0.461993766916173,572.90156967856,7218.41964107319,7173.42409777448,4627.46085168489,0.000608961495557733,1098.38070489538,
799.384418808094,100,37.4347865867378,1.20125082194518,0.000926789602599299,0.01,2.703125,0.00390725,0.06251,0.00467763187807599,0.75,0.4376,0.848133133247105,0.203225,0.0626,0.000108074185839552,13.8049032562253,
311.099710877419,571.133327056834,587.546578374528,0.126129340874585,9.75089699240973e-05,0.00433765274131055,14.5215789247016,0.00740989577534703,0.0257145028191299,0.00989679927563653,0.997920745856924,5811.89113640559,6547.11190060292,4640.57016457527,6237.74137814465,0.000564060798034048,112.748798044168,
188.233590446499,699.908747679405,909.735032204778,0.043639566394476,0.000897557998717501,0.000451026253587758,88.6295643895119,0.00980033633836303,0.0852743058502824,0.00875702479804559,0.948226266110202,4228.42796055636,7599.44528551199,3673.0353283174,3276.07222141227,0.000128194781781979,84421.4126821373,
790.427062380789,440.677966034409,0.280522387331761,0.0528515455784369,0.000780407384121994,0.00397524958509986,12.0574034042548,0.00825979695841477,0.0596687003713731,0.00480446002850443,0.800025636013725,2206.4608682075,6755.88775370163,4750.84723461171,8877.45017516903,0.000966513156517441,469.590495107657,
986.423936320583,107.182489679609,2.38125,0.449395006254782,0.000899414438295213,0.00963293848952063,2.990234375,0.00609375,0.049876856438088,0.000211345095369906,0.0120457180357528,6736.38303658562,0.00712105742214142,1928.03918680561,0.046975,0.000685996110528366,6.55878038411273,
313.034653564171,198.292455048933,691.471460279917,8.06550826412999,0.000565796137930875,0.00413280647931505,3.28125,1e-06,0.0886708698501459,1e-06,0.226033539700862,9674.48076453025,1880.27109224399,0.2501,0.0895392666680093,6.31345218129573e-05,4.42154181467947,
