OptimizedParams_1,OptimizedParams_2,OptimizedParams_3,OptimizedParams_4,OptimizedParams_5,OptimizedParams_6,OptimizedParams_7,OptimizedParams_8,OptimizedParams_9,OptimizedParams_10,OptimizedParams_11,OptimizedParams_12,OptimizedParams_13,FinalErrors,GaInfo
135.472149993353,674.816198297886,172.232164626831,0.0380384360002219,0.000230108286709758,0.0084432436181612,272.378922100062,0.00817565337370078,0.0999080486721885,0.00742456310416401,1,1887.61984904871,0.000766635978527572,50053.7760755074,
859.95564431066,394.663221718165,0.3998046875,0.992943359375,0.001,0.0080717166969811,1330.98860688003,0.00109368845640745,0.042847762094342,0.00255832146959019,0.967945106425257,0.41758046875,0.000889737247692564,13.7304224407102,
357.540878719795,100,947.845417745107,2.40838765416441,0.0009766625,0.00609375,2.74654522259237,1e-06,0.00527697379698835,0.01,0.331970692906477,1.76276090478632,0.001,8.98926049784079,
115.130762388277,670.872671062948,331.209482193814,0.019043276272564,0.000298633165265992,0.00544640853220052,101.333824374989,0.00504250888395671,0.077445716781122,0.00975402361710798,0.997871572560311,2574.92488687671,0.0002310037619512,15634.8275187463,
146.874358037589,147.506250817249,0.10006103515625,2.07958361782831,0.0002828369140625,0.00647432112435133,3.515625,0.0068369375,0.00120972858550244,0.0035086346329287,0.314054190995061,5.39649001193932,0.000752819321449582,4.16501502649289,
463.981288740025,556.164228266491,0.426379989851194,0.430679760929337,0.0005604647486597,0.00936646752334582,1570.22816695079,0.00119731438020318,0.0126375770273689,0.00640313735433242,0.52241872426198,0.572067363357544,0.001,26.2644889319597,
205.924519994809,620.259851078516,870.544607090373,0.0380111540628147,0.000303082419695189,0.00844268245898921,27.7639111161706,0.00351800668072282,0.0604593506999743,0.00789874163345737,0.997016156917132,7427.19399902333,6.66235472500127e-05,143.530324580506,
566.680095182738,618.018336689386,971.754780286998,0.003792256380727,0.000379340658566568,0.00326967097868609,334.819843756727,0.00981694081908391,0.0992636778005147,0.00949388606075313,0.963420140097834,8341.13744459968,3.83094159940942e-05,4489.67211966796,
770.079281247051,677.484891127021,1.35,0.87728173828125,0.000755859375,0.00361580090715551,2289.13920628482,0.00869111931775778,0.0416564105523645,1e-06,0.953125,2332.20633920668,1e-10,117.953537386244,
164.368938196156,106.0234375,34.1113446583308,0.395133891523684,0.000590813397877242,0.00606340917805886,3.83984375,0.00326880608376877,0.0371869338653257,0.00222954802853062,0.222221775600085,2993.166162044,0.000990255792273929,21.8729479978784,
407.168794545908,100,3.4125,4.81043542783472,0.000973641203715314,0.00315706704022859,2.564453125,0.0090234375,0.078135,0.009755859375,0.165735148982175,2.2842796875,0.001,3.34613808530588,
153.48374193053,556.069933689607,0.685380953039958,0.324891505715355,1e-07,0.00293998771484808,865.861246984342,0.00793805552765333,0.0557492409725972,0.00592889099613383,0.979137439135152,1.95341950175041,5.77376073436978e-05,9.31737545436227,
881.315478524114,101.017561912537,0.10390625,0.260703636169434,0.000990293867924967,0.00308303883182675,6498.3593844289,0.00344113499527855,0.0625109685754776,0.00511265138907706,0.901126230615361,7000.06863518445,0.000999433755874634,4.87233268129095,
0.1,236.183008520388,662.709538383365,0.001,0.001,0.000279419009004855,73.8853648260769,0.00424687403288062,0.1,0.0041457104849593,0.818277172983823,7647.42657122628,0.000398993954187718,242.427827751611,
192.76499048847,653.53393513597,889.331074990212,0.184835441935715,0.000611856728194059,0.00979830150889956,14.2209566903117,0.00670643433137438,0.0333414913106608,0.00914994141988658,0.991639029461495,620.954439451016,0.000417756378078763,118.436815956637,
420.735170083591,439.465828377834,0.113544769843617,1.28322245448379,0.001,0.00757373051505147,3.08984375,0.00609375,0.06251,0.00695573996076071,0.0911021092192005,3.640725,0.000704459095274041,3.30255622422994,
413.074239011424,520.644350630402,889.311068690601,0.206983658834921,0.000964981828510647,0.00577927261083674,5.3125,0.0057197928970147,0.0328415163847718,0.00978903161266585,0.189792332743343,3718.33530946679,0.00040339984626608,20.6355703410196,
133.892516319593,100.0546875,847.524019270278,9.98377644018057,0.000126842300865558,0.00376696540902883,3.0546875,0.00108201229548566,0.000182903146233669,0.00445671794845577,0.9375,2.921975,1e-10,1.20092640898702,
508.044273025486,103.1875,2.14296875,0.360946803944898,0.00066710279621165,0.0063610134258308,3.7578125,0.00265534566839595,0.06251,0.00609375,0.354648984271484,8099.89714318273,0.000640359557353678,9.49144928220853,
469.596678065247,100.000305175781,0.100244140625,0.703145368676325,0.001,0.00390725,3.16891479492188,0.0021875,0.00234375000000001,0.00993896484375,0.387185366460482,4.314553125,0.000309627203733827,2.75405779794878,
